"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
" 99942 Apophis (2004 MN4)",0.9224,0.1912,3.34,203.90,126.67,0.746,1.10,0.886,6599,0,7370,20,30,19.09
"100004 (1983 VA)",2.59,0.7027,15.70,76.29,13.75,0.770,4.41,4.17,15315,0,743,,,16.47
"100756 (1998 FM5)",2.265,0.5546,11.57,176.50,312.06,1.009,3.52,3.41,13416,0,1686,,,16.34
"100926 (1998 MQ)",1.783,0.4075,24.24,221.07,138.81,1.056,2.51,2.38,16446,0,1794,1,2,16.63
"101955 Bennu (1999 RQ36)",1.126,0.2037,6.03,2.06,66.22,0.897,1.36,1.2,7693,0,554,58,7,20.21
"103067 (1999 XA143)",1.843,0.5812,38.57,116.51,104.10,0.772,2.91,2.5,11244,0,1690,,,16.80
"105140 (2000 NL10)",0.9143,0.8169,32.54,237.28,281.68,0.167,1.66,0.874,26677,0,3288,,,15.74
"105141 (2000 NF11)",1.421,0.1890,14.83,123.70,116.00,1.152,1.69,1.69,16954,0,516,,,19.09
"108519 (2001 LF)",1.604,0.2710,16.40,267.25,343.93,1.169,2.04,2.03,12897,0,1083,,,17.94
"111253 (2001 XU10)",1.753,0.4398,42.04,310.14,6.97,0.982,2.52,2.32,9206,0,2142,,,15.25
"112985 (2002 RS28)",2.22,0.4922,46.99,211.96,105.29,1.128,3.31,3.31,14756,0,2477,,,15.88
"136564 (1977 VA)",1.866,0.3942,2.98,224.45,172.68,1.130,2.60,2.55,16947,0,300,,,19.28
"136874 (1998 FH74)",2.202,0.8840,21.14,197.53,193.41,0.255,4.15,3.27,10981,0,1499,,,15.75
"137032 (1998 UO1)",1.596,0.7634,25.47,358.31,252.60,0.378,2.81,2.02,11761,0,1571,5,0,16.66
"137062 (1998 WM)",1.225,0.3153,22.52,45.62,172.58,0.838,1.61,1.36,13868,0,4938,,,16.77
"137084 (1998 XS16)",1.212,0.4966,26.56,272.98,358.34,0.610,1.81,1.33,10648,0,3046,,,16.48
"137099 (1998 YW3)",1.1,0.4628,28.79,94.26,194.86,0.591,1.61,1.15,8814,0,633,,,18.29
"137805 (1999 YK5)",0.8294,0.5583,16.75,349.51,292.88,0.366,1.29,0.755,9217,0,2235,,,16.72
"137924 (2000 BD19)",0.8764,0.8950,25.75,333.67,324.37,0.092,1.66,0.821,10201,0,1256,7,0,17.50
"137925 (2000 BJ19)",1.292,0.7638,31.12,131.22,175.52,0.305,2.28,1.47,26233,0,2901,,,16.07
"138013 (2000 CN101)",1.598,0.6348,15.98,183.30,118.76,0.584,2.61,2.02,14639,0,1430,,,14.72
"138127 (2000 EE14)",0.6618,0.5331,26.46,155.75,197.85,0.309,1.01,0.538,8470,0,1099,,,17.11
"138359 (2000 GX127)",1.141,0.3613,20.24,43.98,4.75,0.729,1.55,1.22,8475,0,860,,,17.97
"138847 (2000 VE62)",1.619,0.2877,22.18,207.09,16.34,1.153,2.08,2.06,15545,0,2510,,,17.07
"138883 (2000 YL29)",1.536,0.3440,21.89,182.72,115.93,1.008,2.06,1.9,14907,0,1314,,,16.85
"138947 (2001 BA40)",1.119,0.2537,12.85,270.86,0.09,0.835,1.40,1.18,7729,0,532,,,18.82
"139056 (2001 FY)",1.885,0.3280,4.73,111.15,110.65,1.267,2.50,2.59,7852,0,285,,,19.18
"139289 (2001 KR1)",1.26,0.8412,23.26,102.70,291.49,0.200,2.32,1.41,8811,0,864,,,17.80
"139345 (2001 KA67)",1.805,0.7019,22.28,108.34,38.00,0.538,3.07,2.43,8527,0,1067,,,16.74
"140158 (2001 SX169)",1.347,0.4609,2.52,126.78,42.72,0.726,1.97,1.56,8215,0,911,,,18.48
"140288 (2001 SN289)",1.784,0.5082,53.19,357.06,225.63,0.877,2.69,2.38,10642,0,524,,,16.74
"141432 (2002 CQ11)",0.9762,0.4275,2.47,81.34,272.64,0.559,1.39,0.965,3746,0,472,3,1,20.06
"141484 (2002 DB4)",0.8579,0.3695,16.60,234.22,94.16,0.541,1.17,0.795,8459,0,1135,,,16.32
"141531 (2002 GB)",0.9921,0.5290,22.55,40.80,8.33,0.467,1.52,0.988,7962,0,890,,,19.15
"142040 (2002 QE15)",1.667,0.3444,28.25,226.38,160.54,1.093,2.24,2.15,11697,0,2560,,,16.25
"142464 (2002 TC9)",1.234,0.1548,16.28,191.81,29.34,1.043,1.42,1.37,12186,0,4558,,,18.34
"142563 (2002 TR69)",1.66,0.3437,20.49,341.95,192.29,1.089,2.23,2.14,10455,0,724,,,17.21
"142781 (2002 UM11)",1.951,0.3878,41.02,228.97,229.05,1.194,2.71,2.73,8743,0,1449,,,16.14
"143624 (2003 HM16)",1.967,0.5774,35.54,195.83,47.20,0.831,3.10,2.76,8195,0,1524,,,15.92
"144901 (2004 WG1)",1.64,0.5219,13.04,41.98,232.49,0.784,2.50,2.1,7653,0,650,1,3,17.55
"152558 (1990 SA)",2.014,0.4413,38.14,172.14,115.14,1.125,2.90,2.86,12330,0,570,,,16.86
"152563 (1992 BF)",0.9079,0.2717,7.25,315.19,336.57,0.661,1.15,0.865,25988,0,638,,,19.71
"152564 (1992 HF)",1.391,0.5617,13.32,213.36,128.35,0.610,2.17,1.64,11554,0,132,,,19.63
"152671 (1998 HL3)",1.129,0.3660,2.68,163.63,188.15,0.716,1.54,1.2,9399,0,538,,,20.24
"152679 (1998 KU2)",2.252,0.5524,4.93,205.72,120.30,1.008,3.50,3.38,19702,0,1974,,,16.54
"152742 (1998 XE12)",0.8781,0.7392,13.43,280.01,353.17,0.229,1.53,0.823,10285,0,565,,,19.10
"152754 (1999 GS6)",1.191,0.4974,2.02,314.36,135.00,0.599,1.78,1.3,9532,0,553,,,19.22
"152889 (2000 CF59)",1.679,0.6407,41.55,141.74,222.47,0.603,2.76,2.18,9972,0,1110,,,16.53
"152931 (2000 EA107)",0.9297,0.4557,28.58,52.87,278.02,0.506,1.35,0.896,9192,0,1766,,,16.30
"152941 (2000 FM10)",1.481,0.6807,8.73,18.52,343.98,0.473,2.49,1.8,9158,0,782,,,17.61
"152952 (2000 GC2)",1.384,0.1869,55.29,358.68,280.20,1.125,1.64,1.63,11530,0,927,,,17.57
"152964 (2000 GP82)",1.397,0.3934,13.23,114.85,333.11,0.847,1.95,1.65,11052,0,883,,,17.80
"152978 (2000 GJ147)",1.162,0.2368,25.01,57.84,240.78,0.887,1.44,1.25,9159,0,708,,,19.58
"153195 (2000 WB1)",1.301,0.6192,41.10,21.36,262.91,0.496,2.11,1.48,8717,0,395,,,17.51
"153201 (2000 WO107)",0.9111,0.7808,7.77,69.19,213.76,0.200,1.62,0.87,8479,0,1137,4,4,19.30
"153219 (2000 YM29)",2.089,0.4356,40.34,116.54,1.00,1.179,3.00,3.02,7787,0,647,,,18.54
"153249 (2001 BW15)",2.117,0.5907,41.28,328.76,298.06,0.867,3.37,3.08,12973,0,740,,,15.56
"153271 (2001 CL42)",1.557,0.4024,21.65,12.01,270.88,0.931,2.18,1.94,8444,0,1003,,,17.41
"153591 (2001 SN263)",1.988,0.4800,6.69,325.71,173.06,1.034,2.94,2.8,12672,0,3654,3,0,17.11
"153814 (2001 WN5)",1.711,0.4673,1.92,277.35,44.65,0.912,2.51,2.24,10614,0,1021,4,0,18.28
"153842 (2001 XT30)",2.749,0.5670,9.00,139.83,219.39,1.190,4.31,4.56,9064,0,1094,,,16.70
"154029 (2002 CY46)",1.89,0.4624,44.20,346.14,319.40,1.016,2.76,2.6,8481,0,1161,0,1,16.52
"154035 (2002 CV59)",1.21,0.5320,49.06,13.09,347.15,0.566,1.85,1.33,7761,0,374,,,17.38
"154276 (2002 SY50)",1.705,0.6889,8.74,34.02,99.71,0.530,2.88,2.23,8344,0,1165,5,2,17.61
"154589 (2003 MX2)",2.289,0.4590,7.18,58.62,300.61,1.238,3.34,3.46,8818,0,1589,,,16.62
"154590 (2003 MA3)",1.105,0.4021,1.42,152.66,228.88,0.661,1.55,1.16,9980,0,123,,,21.70
"154807 (2004 PP97)",1.484,0.3166,15.53,15.07,68.72,1.014,1.95,1.81,17413,0,1407,,,18.56
"154993 (2005 EA94)",1.517,0.6637,10.32,104.06,309.03,0.510,2.52,1.87,8371,0,550,,,17.99
"155110 (2005 TB)",1.261,0.3485,30.38,226.17,44.78,0.822,1.70,1.42,14921,0,1117,,,17.45
"159454 (2000 DJ8)",1.411,0.2527,37.75,139.52,262.96,1.055,1.77,1.68,9180,0,910,,,18.04
"159459 (2000 KB)",2.337,0.7989,56.16,185.35,185.39,0.470,4.20,3.57,9165,0,444,,,16.31
"159504 (2000 WO67)",2.433,0.6170,9.69,107.56,237.81,0.932,3.93,3.8,8477,0,720,,,16.97
"159518 (2001 FF7)",2.104,0.4452,47.47,190.08,59.44,1.167,3.04,3.05,8771,0,281,,,18.01
"159560 (2001 TO103)",2.214,0.4348,25.70,42.14,261.78,1.252,3.18,3.29,8564,0,656,,,17.15
"159686 (2002 LB6)",1.804,0.6880,24.73,244.73,141.05,0.563,3.04,2.42,10198,0,863,,,16.34
"159857 (2004 LJ1)",2.262,0.5935,23.15,235.53,140.02,0.920,3.61,3.4,10720,0,3293,,,15.47
"159929 (2005 UK)",1.887,0.4078,54.42,222.54,19.59,1.117,2.66,2.59,18010,0,363,,,17.72
"161989 Cacus (1978 CA)",1.123,0.2138,26.07,161.20,102.11,0.883,1.36,1.19,16425,0,1795,5,0,17.31
"161999 (1989 RC)",2.318,0.5126,7.38,140.08,181.51,1.130,3.51,3.53,12719,0,156,,,18.80
"162000 (1990 OS)",1.678,0.4624,1.09,346.49,21.62,0.902,2.45,2.17,12258,0,424,5,4,19.64
"162038 (1996 DH)",1.587,0.2766,17.23,309.26,351.60,1.148,2.03,2,10304,0,1780,,,16.68
"162058 (1997 AE12)",2.367,0.5542,4.85,304.75,60.91,1.055,3.68,3.64,12120,0,795,,,17.99
"162080 (1998 DG16)",0.8967,0.3582,16.21,344.32,356.87,0.576,1.22,0.849,14641,0,514,,,19.95
"162116 (1998 SA15)",1.916,0.5585,7.11,114.17,331.45,0.846,2.99,2.65,8971,0,91,,,19.54
"162142 (1998 VR)",0.8753,0.3179,21.81,46.35,170.74,0.597,1.15,0.819,9825,0,525,,,18.83
"162173 Ryugu (1999 JU3)",1.191,0.1911,5.87,251.29,211.62,0.963,1.42,1.3,14345,0,5075,2,0,19.55
"162181 (1999 LF6)",1.41,0.2806,18.94,208.49,140.88,1.014,1.81,1.67,16459,0,1914,2,0,18.20
"162269 (1999 VO6)",1.135,0.7378,40.13,206.82,302.53,0.298,1.97,1.21,11728,0,928,,,16.97
"162385 (2000 BM19)",0.7406,0.3587,6.88,70.20,247.73,0.475,1.01,0.637,9140,0,330,2,0,18.59
"162463 (2000 JH5)",1.146,0.2382,22.21,80.17,353.59,0.873,1.42,1.23,8095,0,3361,,,17.97
"162483 (2000 PJ5)",0.8727,0.3737,51.18,124.41,7.65,0.547,1.20,0.815,8412,0,874,,,17.53
"162510 (2000 QW69)",1.376,0.3023,38.14,344.32,220.72,0.960,1.79,1.61,8644,0,1756,,,17.60
"162566 (2000 RJ34)",2.625,0.5761,14.29,329.83,145.56,1.113,4.14,4.25,9145,0,1145,,,15.73
"162567 (2000 RW37)",1.247,0.2501,13.75,333.28,133.32,0.935,1.56,1.39,9145,0,255,,,19.97
"162741 (2000 WG6)",2.319,0.4994,11.85,60.72,330.14,1.161,3.48,3.53,11107,0,217,,,17.50
"162903 (2001 JV2)",1.305,0.2373,47.49,216.89,301.22,0.995,1.61,1.49,3354,0,196,,,18.63
"162980 (2001 RR17)",1.553,0.4887,30.40,177.60,351.49,0.794,2.31,1.94,17520,0,1244,,,16.77
"162998 (2001 SK162)",1.926,0.4745,1.68,285.29,186.47,1.012,2.84,2.67,11681,0,1257,,,18.17
"163132 (2002 CU11)",1.22,0.2952,48.78,157.74,110.52,0.860,1.58,1.35,7423,0,513,6,8,18.61
"163243 (2002 FB3)",0.7616,0.6016,20.28,203.56,148.33,0.303,1.22,0.665,8124,0,1532,,,16.47
"163348 (2002 NN4)",0.8758,0.4346,5.42,259.41,222.21,0.495,1.26,0.82,8435,0,790,,,20.05
"163454 (2002 RN129)",1.162,0.3699,23.12,332.10,198.65,0.732,1.59,1.25,7488,0,257,,,19.11
"163691 (2003 BB43)",2.418,0.5217,40.80,148.79,60.82,1.156,3.68,3.76,13334,0,434,,,17.09
"163694 (2003 DP13)",2.641,0.5434,9.82,326.68,283.06,1.206,4.08,4.29,14391,0,563,,,17.50
"163760 (2003 OR14)",2.512,0.5043,13.07,211.48,212.02,1.245,3.78,3.98,15165,0,982,,,16.68
"163818 (2003 RX7)",1.229,0.3546,10.39,241.00,245.91,0.793,1.67,1.36,8006,0,942,,,18.46
"163899 (2003 SD220)",0.8279,0.2094,8.55,273.63,327.02,0.655,1.00,0.753,9153,0,1933,16,8,17.56
"164121 (2003 YT1)",1.11,0.2921,44.06,38.31,91.01,0.786,1.43,1.17,15580,0,2597,10,1,16.15
"164206 (2004 FN18)",1.701,0.4097,18.27,214.41,232.89,1.004,2.40,2.22,25931,0,803,,,17.66
"164207 Cardea (2004 GU9)",1.001,0.1359,13.65,38.39,279.34,0.865,1.14,1,8688,0,346,,,21.19
"168318 (1989 DA)",2.162,0.5419,6.49,349.05,139.85,0.990,3.33,3.18,12884,0,544,,,18.91
"168378 (1997 ET30)",2.137,0.4495,6.81,23.21,263.36,1.176,3.10,3.12,13370,0,1330,,,16.91
"169352 (2001 UY16)",2.083,0.5197,32.28,32.18,48.44,1.000,3.17,3.01,7851,0,271,,,19.35
"172034 (2001 WR1)",1.277,0.2025,25.03,6.50,48.56,1.019,1.54,1.44,26081,0,981,,,17.84
"173689 (2001 PK9)",1.779,0.3951,10.43,272.88,314.06,1.076,2.48,2.37,8803,0,387,,,18.26
"175706 (1996 FG3)",1.055,0.3501,1.97,299.47,24.06,0.685,1.42,1.08,14371,0,3068,6,1,18.30
"175921 (2000 DM1)",1.369,0.4840,20.71,342.73,306.75,0.706,2.03,1.6,9027,0,619,,,18.32
"184990 (2006 KE89)",1.053,0.7990,45.12,88.59,299.23,0.212,1.89,1.08,11331,0,2495,,,16.40
"185716 (1998 SF35)",1.685,0.2739,35.19,218.57,253.75,1.224,2.15,2.19,8853,0,1540,,,17.95
"185851 (2000 DP107)",1.365,0.3767,8.67,358.62,289.83,0.851,1.88,1.59,9096,0,2094,21,2,18.31
"187040 (2005 JS108)",1.355,0.3222,6.03,110.79,244.02,0.919,1.79,1.58,8093,0,832,,,19.20
"190119 (2004 VA64)",2.47,0.8896,29.73,225.45,20.07,0.273,4.67,3.88,7297,0,241,,,17.04
"190161 (2005 TJ174)",2.239,0.4525,3.98,304.62,56.26,1.226,3.25,3.35,20859,0,909,,,16.77
"190166 (2005 UP156)",2.115,0.4715,4.21,193.10,91.63,1.118,3.11,3.08,8076,0,2810,2,0,17.27
"194268 (2001 UY4)",1.453,0.7875,5.44,160.48,108.05,0.309,2.60,1.75,8496,0,717,,,18.33
"194386 (2001 VG5)",2.301,0.6138,13.69,248.23,280.41,0.889,3.71,3.49,13879,0,1611,,,16.95
"198856 (2005 LR3)",1.654,0.3354,25.00,73.78,26.42,1.099,2.21,2.13,7427,0,772,,,17.01
"200754 (2001 WA25)",1.756,0.5170,15.51,279.74,83.78,0.848,2.66,2.33,7728,0,564,,,18.51
"206378 (2003 RB)",1.788,0.4390,6.72,317.12,44.08,1.003,2.57,2.39,7418,0,1426,5,3,18.76
"207945 (1991 JW)",1.039,0.1186,8.71,53.85,301.96,0.916,1.16,1.06,25559,0,355,,,19.61
"209924 (2005 WS55)",2.03,0.4535,23.77,283.54,203.35,1.109,2.95,2.89,8458,0,1153,,,16.29
"211871 (2004 HO)",1.847,0.5115,7.88,146.05,163.88,0.902,2.79,2.51,9449,0,294,,,18.85
"212359 (2006 EV52)",2.016,0.7075,15.96,168.47,167.14,0.590,3.44,2.86,8423,0,679,,,16.72
"214088 (2004 JN13)",2.888,0.6903,13.35,85.02,279.23,0.895,4.88,4.91,18032,0,2828,2,0,15.34
"215442 (2002 MQ3)",0.9136,0.2742,36.29,109.06,346.89,0.663,1.16,0.873,8050,0,857,,,18.53
"215588 (2003 HF2)",1.114,0.6755,3.05,189.85,231.07,0.361,1.87,1.18,8029,0,437,11,0,19.42
"215757 (2004 FU64)",1.838,0.3671,24.88,20.82,286.52,1.163,2.51,2.49,9393,0,722,,,17.88
"217628 Lugh (1990 HA)",2.527,0.7117,4.44,177.73,316.19,0.728,4.33,4.02,22716,0,503,,,16.68
"218017 (2001 XV266)",1.196,0.1927,12.00,214.07,265.08,0.966,1.43,1.31,7866,0,271,,,19.82
"218863 (2006 WO127)",2.196,0.5479,11.03,167.50,314.50,0.993,3.40,3.26,8440,0,2162,,,16.34
"219071 (1997 US9)",1.053,0.2821,20.02,212.18,357.39,0.756,1.35,1.08,10211,0,2671,,,17.16
"220124 (2002 TE66)",1.457,0.3779,51.35,190.99,290.55,0.906,2.01,1.76,7905,0,550,,,18.76
"221980 (1996 EO)",1.342,0.4008,21.59,356.46,64.70,0.804,1.88,1.55,10276,0,189,,,19.11
"225416 (1999 YC)",1.422,0.8302,38.26,64.75,156.45,0.241,2.60,1.7,9199,0,645,,,17.36
"226554 (2003 WR21)",1.118,0.2614,9.27,85.76,108.11,0.826,1.41,1.18,12071,0,545,1,1,19.62
"228502 (2001 TE2)",1.084,0.1966,7.63,171.10,35.78,0.870,1.30,1.13,6914,0,486,,,20.41
"230118 (2001 DB3)",2.684,0.5595,24.49,340.34,264.65,1.182,4.19,4.4,8292,0,504,,,17.09
"230549 (2003 BH)",1.457,0.3562,13.11,119.76,313.43,0.938,1.98,1.76,7484,0,165,,,20.78
"230979 (2005 AT42)",2.857,0.6137,11.21,156.88,52.88,1.104,4.61,4.83,7575,0,984,,,16.58
"231937 (2001 FO32)",1.699,0.8258,39.01,181.71,123.36,0.296,3.10,2.21,8102,0,257,0,2,17.58
"232382 (2003 BT47)",2.335,0.4935,7.45,352.42,235.67,1.183,3.49,3.57,8262,0,892,,,17.24
"234061 (1999 HE1)",2.362,0.5721,8.16,65.79,221.98,1.011,3.71,3.63,9066,0,441,,,17.70
"234145 (2000 EW70)",0.9375,0.3213,5.43,178.03,125.78,0.636,1.24,0.908,6939,0,410,4,6,21.58
"234341 (2001 FZ57)",0.9442,0.6042,20.67,22.08,339.98,0.374,1.51,0.918,12369,0,541,,,18.93
"235086 (2003 HW11)",2.352,0.4658,7.40,150.39,154.24,1.256,3.45,3.61,8211,0,739,,,17.35
"235756 (2004 VC)",1.133,0.2589,39.14,194.15,94.18,0.840,1.43,1.21,10956,0,395,1,0,18.58
"237551 (2000 WQ19)",1.406,0.3470,34.27,38.78,270.72,0.918,1.89,1.67,9166,0,456,,,18.43
"237805 (2002 CF26)",1.604,0.3411,35.30,342.07,33.62,1.057,2.15,2.03,10049,0,3119,1,0,17.40
"238063 (2003 EG)",1.738,0.7137,31.79,359.02,326.94,0.498,2.98,2.29,10604,0,700,,,16.57
"238456 (2004 RK)",1.389,0.3003,18.15,178.75,264.47,0.972,1.81,1.64,14179,0,579,,,19.43
"239849 (1999 VO11)",2.256,0.6339,15.75,67.44,72.37,0.826,3.69,3.39,6221,0,205,,,18.65
"241370 (2008 LW8)",1.676,0.3935,17.27,223.10,118.61,1.016,2.34,2.17,10040,0,975,,,17.42
"241596 (1998 XM2)",1.805,0.3401,27.10,248.52,99.11,1.191,2.42,2.43,25479,0,1075,,,17.24
"241662 (2000 KO44)",1.83,0.3884,28.62,114.31,235.34,1.119,2.54,2.48,9128,0,541,,,17.66
"242147 (2003 BH84)",1.958,0.7202,23.35,283.21,35.54,0.548,3.37,2.74,8003,0,492,,,17.03
"242187 (2003 KR18)",2.347,0.4801,5.58,244.03,86.85,1.220,3.47,3.6,14122,0,993,,,17.99
"242191 (2003 NZ6)",0.7934,0.4923,18.25,124.58,311.63,0.403,1.18,0.707,7996,0,647,2,1,19.02
"242450 (2004 QY2)",1.084,0.4771,37.03,295.27,104.99,0.567,1.60,1.13,7597,0,3745,1,0,14.64
"242643 (2005 NZ6)",1.833,0.8652,8.41,38.77,48.99,0.247,3.42,2.48,7303,0,757,6,3,17.39
"243025 (2006 UM216)",2.674,0.5237,15.89,251.05,146.68,1.274,4.07,4.37,25995,0,870,,,16.05
"243147 (2007 TX18)",2.137,0.4156,7.36,284.08,16.01,1.249,3.03,3.12,12404,0,756,,,17.39
"243566 (1995 SA)",2.462,0.6417,19.58,168.84,54.50,0.882,4.04,3.86,11554,0,577,,,17.37
"244977 (2004 BE68)",1.761,0.4446,15.74,210.87,191.28,0.978,2.54,2.34,7697,0,532,,,18.36
"246138 (2007 OG3)",2.165,0.4814,1.69,78.32,272.01,1.123,3.21,3.18,18043,0,300,,,18.25
"247156 (2000 YH29)",2.218,0.5272,21.85,103.66,284.87,1.049,3.39,3.3,8495,0,282,,,18.16
"247517 (2002 QY6)",0.8171,0.6991,12.75,164.17,355.41,0.246,1.39,0.739,8450,0,620,,,19.64
"248083 (2004 QU24)",3.329,0.6136,23.36,187.62,272.14,1.286,5.37,6.07,11372,0,1298,,,16.13
"248590 (2006 CS)",2.916,0.6969,52.31,172.41,346.41,0.884,4.95,4.98,10687,0,499,,,16.32
"248926 (2006 WZ2)",1.694,0.3301,24.65,354.35,66.01,1.135,2.25,2.21,8800,0,4004,,,17.13
"249886 (2001 RY11)",1.483,0.2834,22.85,295.49,71.55,1.063,1.90,1.81,11602,0,1799,,,17.62
"250458 (2004 BO41)",1.019,0.4929,35.55,337.73,254.46,0.517,1.52,1.03,7273,0,879,1,1,18.00
"250614 (2005 GG)",2.042,0.6595,34.84,106.38,335.29,0.695,3.39,2.92,6670,0,571,,,16.22
"250620 (2005 GE59)",2.109,0.6025,16.08,194.72,243.06,0.838,3.38,3.06,7462,0,643,,,18.07
"250680 (2005 QC5)",0.893,0.3645,9.45,48.05,108.71,0.567,1.22,0.844,16106,0,125,,,19.63
"250706 (2005 RR6)",2.956,0.7011,6.93,27.25,60.01,0.883,5.03,5.08,7268,0,402,,,18.55
"252399 (2001 TX44)",0.8748,0.5459,15.21,57.76,136.04,0.397,1.35,0.818,8116,0,351,,,19.41
"252558 (2001 WT1)",1.089,0.3972,7.16,73.75,180.74,0.657,1.52,1.14,8483,0,292,,,20.37
"254419 (2004 VT60)",2.076,0.4340,43.51,57.53,247.33,1.175,2.98,2.99,8119,0,375,,,17.73
"256412 (2007 BT2)",1.632,0.2238,26.86,30.96,149.08,1.267,2.00,2.09,11378,0,1699,,,16.93
"260277 (2004 TR12)",0.8951,0.2097,19.36,155.35,77.79,0.707,1.08,0.847,6283,0,551,,,18.27
"262623 (2006 WY2)",0.9833,0.3329,27.55,99.83,159.98,0.656,1.31,0.975,5827,0,952,,,18.64
"263976 (2009 KD5)",1.046,0.2614,13.47,104.48,294.33,0.773,1.32,1.07,27479,0,1820,,,18.34
"264357 (2000 AZ93)",0.7469,0.3600,8.59,277.30,8.19,0.478,1.02,0.645,8000,0,160,4,1,21.17
"265196 (2004 BW58)",1.454,0.3783,15.22,132.59,301.85,0.904,2.00,1.75,7775,0,933,,,18.83
"267221 (2001 AD2)",1.04,0.6599,1.64,210.52,111.96,0.354,1.73,1.06,6976,0,461,,,19.85
"267337 (2001 VK5)",1.269,0.5142,19.43,54.21,263.93,0.617,1.92,1.43,8540,0,1117,0,1,18.05
"269690 (1996 RG3)",2.001,0.6037,3.58,158.04,300.28,0.793,3.21,2.83,10195,0,245,,,18.47
"271480 (2004 FX31)",1.26,0.4420,24.75,169.12,285.81,0.703,1.82,1.42,12478,0,1646,1,1,17.66
"274138 (2008 FU6)",1.324,0.5691,12.83,192.80,129.15,0.571,2.08,1.52,7708,0,1138,,,17.77
"275611 (1999 XX262)",1.533,0.1818,8.23,334.63,102.75,1.254,1.81,1.9,17894,0,1269,,,18.15
"275974 (2001 XD)",2.047,0.7958,11.29,63.93,232.79,0.418,3.68,2.93,5457,0,339,,,18.68
"275976 (2001 XV10)",2.204,0.5853,22.35,31.37,342.06,0.914,3.49,3.27,8586,0,814,,,16.17
"276049 (2002 CE26)",2.233,0.5611,47.29,161.87,228.06,0.980,3.49,3.34,8521,0,2154,7,0,16.64
"276468 (2003 HQ32)",1.979,0.3454,35.88,217.57,291.27,1.295,2.66,2.78,7915,0,379,,,18.07
"276703 (2004 BL11)",1.26,0.7500,9.82,142.41,176.96,0.315,2.21,1.41,7688,0,286,,,19.30
"276786 (2004 KD1)",1.72,0.3301,10.12,271.46,9.98,1.152,2.29,2.26,7823,0,833,,,17.83
"277039 (2005 CF41)",1.649,0.5859,15.87,132.16,208.78,0.683,2.62,2.12,7387,0,267,,,18.57
"277570 (2005 YP180)",1.372,0.6170,4.11,288.90,92.47,0.526,2.22,1.61,6670,0,243,,,19.34
"277616 (2006 BN6)",2.581,0.6920,18.71,249.39,338.77,0.795,4.37,4.15,7041,0,399,,,17.41
"277617 (2006 BT7)",1.522,0.6334,16.17,298.55,342.57,0.558,2.49,1.88,7017,0,318,,,18.23
"285331 (1999 FN53)",1.736,0.4559,20.16,50.57,191.74,0.944,2.53,2.29,9131,0,531,1,3,18.20
"285339 (1999 JR6)",1.367,0.6754,20.32,52.60,27.30,0.444,2.29,1.6,8800,0,305,,,18.07
"285944 (2001 RZ11)",2.192,0.5063,53.11,323.98,340.57,1.082,3.30,3.25,7825,0,1041,5,0,16.70
"294739 (2008 CM)",1.566,0.4080,36.02,279.54,130.70,0.927,2.20,1.96,6385,0,1908,7,1,17.04
"297274 (1996 SK)",2.445,0.7907,1.97,195.46,286.38,0.512,4.38,3.82,9489,0,469,,,16.93
"297300 (1998 SC15)",1.273,0.4145,16.08,198.67,277.51,0.745,1.80,1.44,9460,0,586,1,2,19.29
"297418 (2000 SP43)",0.8115,0.4669,10.34,350.52,224.47,0.433,1.19,0.731,9137,0,1169,0,1,18.52
"299582 (2006 GQ2)",1.29,0.4659,25.83,13.87,64.57,0.689,1.89,1.47,6984,0,313,,,18.23
"301844 (1990 UA)",1.642,0.5266,0.93,104.28,202.58,0.777,2.51,2.1,12498,0,188,,,19.70
"303174 (2004 FH11)",2.257,0.4459,21.37,203.53,88.08,1.250,3.26,3.39,8291,0,3062,,,16.72
"303248 (2004 QV16)",1.769,0.5743,28.49,196.11,49.40,0.753,2.78,2.35,8107,0,529,,,18.02
"303450 (2005 BY2)",1.269,0.3307,7.29,74.40,130.31,0.850,1.69,1.43,7584,0,301,,,20.51
"304153 (2006 OU10)",1.754,0.3496,33.70,335.20,173.49,1.141,2.37,2.32,7006,0,233,,,17.81
"304330 (2006 SX217)",1.412,0.3101,21.04,32.60,176.24,0.974,1.85,1.68,8060,0,359,13,3,18.91
"306462 (1999 RC32)",1.838,0.4318,30.96,352.28,82.87,1.045,2.63,2.49,9340,0,624,,,18.64
"307070 (2002 AV31)",1.309,0.2490,14.98,119.25,267.52,0.983,1.64,1.5,8617,0,495,,,20.62
"307493 (2002 XP90)",2.08,0.5858,23.12,78.55,324.20,0.861,3.30,3,7792,0,435,,,18.57
"307918 (2004 EU9)",0.8805,0.5052,28.58,161.08,202.43,0.436,1.33,0.826,7350,0,560,,,19.02
"308635 (2005 YU55)",1.157,0.4305,0.34,35.92,273.57,0.659,1.65,1.24,5857,0,4010,9,10,21.91
"310560 (2001 QL142)",1.049,0.4991,26.60,165.54,72.16,0.526,1.57,1.08,16496,0,367,0,1,17.80
"311321 (2005 NP1)",1.827,0.2965,34.71,274.95,307.61,1.285,2.37,2.47,7295,0,208,,,18.61
"311554 (2006 BQ147)",0.8199,0.4223,24.38,146.77,153.22,0.474,1.17,0.742,11708,0,605,0,1,18.72
